image,segment,area,perimeter,roundness,length,width,len_wid_ratio,laplacian,edge,cut-off,single,multi,blurred
29,1,36348,"1069,46298679765","0,399354760861733","457,694746192867","106,233733356157","4,30837486110374","0,0101593427913741","0,0278103390795819",1,0,0,0
29,2,174824,"3082,85403923166","0,231155904115175","770,240111395891","388,912073741947","1,98049935550976","0,00653208127437653","0,0215757480396505",0,0,1,0
29,3,134696,"2888,14631970584","0,202920619453976","696,23745632948","378,38564273016","1,84002080868061","0,00464895947739681","0,0214954194294016",0,0,1,0
29,4,62257,"1181,08535316174","0,56083548685449","471,359851572329","171,253290016352","2,75241340780852","0,00968397724892838","0,0237722161313564",0,0,0,1
29,5,177233,"2978,27243687614","0,25108779819094","881,021054159998","341,554439069844","2,57944548037287","0,00614109141591113","0,0182380453867594",0,0,1,0
29,6,153309,"2288,30274067944","0,36791759135228","648,968962269794","353,141116365762","1,83770434026048","0,00591525800643091","0,0274974816735382",0,0,1,0
29,7,111708,"1659,03362133363","0,510015958720673","555,227814434982","266,928251875096","2,08006387684579","0,00611251787324801","0,0220295947836978",0,0,0,1
29,8,47903,"1139,96255352176","0,463224376767632","419,300438307631","151,191717328158","2,77330296736791","0,00834970751942039","0,0240692073103647",1,0,0,0
30,0,40434,"1149,14422766478","0,384775570734254","515,976825989845","100,857917211252","5,1158782598009","0,00790255969781005","0,031791741284152",0,1,0,0
30,1,201793,"3626,78210486802","0,192784908018153","1051,0934880328","290,300954375888","3,62070283334936","0,00471694518875626","0,0198584628374729",0,0,1,0
30,2,70766,"1192,1391770309","0,625720799344288","494,35403111491","185,342488762896","2,66724610430437","0,0110144582136774","0,0328595295005915",0,1,0,0
30,3,104013,"2100,5697679842","0,296226062135014","545,207213179507","275,582220535034","1,97838311964032","0,00919038836972413","0,0249177848216961",0,0,1,0
30,4,58310,"1340,00418408211","0,408075570631545","489,675974359617","156,612105603603","3,12668022993717","0,00866806227733609","0,0219481265715896",1,0,0,0
30,5,283174,"5408,30815025082","0,121657918737095","1328,46334153823","452,014599592594","2,93898326013272","0,00585625427043093","0,0200754600638547",0,0,1,0
30,6,50133,"1236,39906166072","0,412112914517949","549,214270970317","118,248067450346","4,64459405394461","0,00824081155456275","0,0224847386952955",0,0,0,1
30,7,48481,"1128,98484809835","0,477975027165857","474,148583211534","131,748399343643","3,59889445013141","0,00807352152029977","0,0342816945888684",0,1,0,0
30,8,42739,"1054,25692603699","0,483215987499645","458,90576441793","120,138718344717","3,81979906845002","0,00676114229273318","0,0243321036547805",0,0,0,1
30,9,168827,"3530,81955134626","0,170176944528569","967,578799564173","514,089469377611","1,88212141504393","0,00534879770031819","0,01735670041769",0,0,0,1
30,10,51568,"972,315800540038","0,685449502630551","360,578101084763","185,565405394638","1,94313212809214","0,00902727801743846","0,0356240799435293",1,0,0,0
30,11,50845,"993,97265478953","0,646709502493366","362,494883686414","183,907558641691","1,97107115315835","0,00874446262251727","0,0357055655345787",1,0,0,0
31,0,72422,"1606,48946545634","0,352634349651233","414,047976256158","281,976650081524","1,46837681820977","0,00584788302474452","0,0163184070529718",1,0,0,0
31,1,70991,"1344,01428534987","0,493861746859869","565,265789400675","161,20107377219","3,50658823898103","0,0106211906233576","0,0500638389322736",0,1,0,0
31,2,50188,"1181,06810921904","0,452126400813214","511,529869767578","126,14869900084","4,05497538872099","0,0105333848001359","0,0396909270686628",0,1,0,0
31,3,886890,"13025,7432842237","0,0656862687299386","1758,61221115999","1058,12748138325","1,66200409884547","0,00456571892888597","0,0175728797966301",0,0,1,0
31,4,63642,"1273,47727214753","0,493141198480414","449,718012985505","189,555911672851","2,37248212950309","0,00851861280629668","0,0257944568979566",0,1,0,0
31,5,186546,"2804,19213434829","0,298112558339843","711,945866855367","388,254653402798","1,83370852252671","0,00729550252518574","0,0367938380342373",0,0,1,0
31,6,35639,"906,132034355964","0,545446808754884","349,175594384941","134,204421796891","2,60181885000328","0,00815708858863444","0,0238203139533159",1,0,0,0
31,7,32065,"819,771644662754","0,599591301421997","298,096873496414","139,945701543639","2,13008952906966","0,00598944473795542","0,0187132243921967",1,0,0,0
31,8,78824,"1984,62445840514","0,251484750359785","715,050052340662","204,172932115106","3,50217849610711","0,00400094268972242","0,0158817420127285",1,0,0,0
31,9,104146,"2146,73210614346","0,283985885326077","643,583572450419","293,370526464624","2,19375674920781","0,00566214194014696","0,0251804131845801",1,0,0,0
31,10,58597,"1346,52395334175","0,406122526226023","443,746358924603","186,804631618842","2,37545694172095","0,00739513559098749","0,0297583021517431",1,0,0,0
32,0,33568,"1055,5218613007","0,378617658555232","443,600373941185","104,303451230568","4,25297886798188","0,0140575378856553","0,0445084207479143",1,0,0,0
32,1,37140,"872,433549546129","0,613178681531562","314,654520652136","158,835197589061","1,98101255532927","0,00659890365837283","0,0191690769141894",1,0,0,0
32,2,42645,"1277,17871555019","0,328529700777388","630,651007665445","88,783921659412","7,10321188654759","0,0141054269032719","0,0457868747220509",1,0,0,0
32,3,77336,"1294,79098064651","0,579685234851999","516,089889686518","191,425404550759","2,69603656263748","0,0104597740315283","0,0379142882022969",0,1,0,0
32,4,51341,"1190,28131265463","0,455381052945818","498,489472102479","135,929958536354","3,66725243993333","0,00982837066070108","0,02450818960968",0,1,0,0
32,5,66309,"1211,77878733769","0,567460519046954","462,4796880549","188,933792084858","2,4478399705606","0,00979994238969729","0,0310402167858164",0,1,0,0
32,6,47795,"1255,25901807805","0,381176071422091","542,917989753277","115,200336160605","4,71281601988016","0,00660758473348131","0,0165604324416205",0,1,0,0
33,0,54446,"1067,91378028648","0,59993398090519","425,713903061997","164,493244139468","2,58803275045782","0,00745577273810446","0,034093546098261",1,0,0,0
33,1,46256,"1248,77373670381","0,372743797586901","540,325950752032","111,941251194973","4,82687074678951","0,00717894391231641","0,0226438217701749",0,1,0,0
33,2,58461,"1909,82041789803","0,201414642462172","764,698687815751","122,09401695753","6,2631954199832","0,00652889594142453","0,0256288076278748",0,0,1,0
33,3,44847,"1273,65389565666","0,347408471185932","562,217002379394","111,870187367049","5,02561956506558","0,00689124825444587","0,022495917887728",0,1,0,0
33,4,42609,"1285,51176003293","0,324010510065021","592,355990387787","94,7426181278618","6,25226537004035","0,00750892323378848","0,0262731527101084",0,1,0,0
33,5,45116,"1281,15851301466","0,345409850353261","524,974501856205","112,911607428328","4,64942899860353","0,00651995083187167","0,0136655430973057",0,1,0,0
33,6,71307,"1148,64884502278","0,679152758390874","445,818741920867","204,680461969613","2,17812065514614","0,00722006510028511","0,0358968138749768",0,1,0,0
33,7,49838,"1098,70771952582","0,518807347443697","418,907736859185","155,508049665827","2,69380098174583","0,00802297171115993","0,0250649628822004",1,0,0,0
33,8,108251,"2280,98903218046","0,261454058034979","478,430759465792","395,108237264497","1,21088530772776","0,00659619983816963","0,0158835179596058",0,0,0,1
34,0,143068,"2776,72914755063","0,233176796693226","856,951176367601","338,275284898579","2,53329526165215","0,00492409982885443","0,0194130430426978",0,0,1,0
34,1,33895,"1117,61226509632","0,341006913427917","457,894979909506","111,590523890918","4,10335003317224","0,0103492038290818","0,0247324921947917",1,0,0,0
34,2,114540,"2649,87633380825","0,204982048926379","812,135165568713","283,275259282635","2,86694703810478","0,0070619492526235","0,0243388238024882",0,0,1,0
34,3,44042,"1232,37171645025","0,364412656073865","527,647156588498","108,990568694349","4,84121849174144","0,00845266959017089","0,0179019809965418",0,1,0,0
34,4,82152,"1361,952452254","0,556549904923945","535,094978315948","200,37507676165","2,67046674149227","0,00896239804910227","0,0274746382110576",0,1,0,0
34,5,65332,"1200,88434303496","0,569289865063955","485,849410867215","172,346171759604","2,81903221816206","0,0077030502471088","0,0327574606763493",0,1,0,0
34,6,128628,"1855,34227919873","0,469566708277584","590,904713502327","295,486021027444","1,9997721430194","0,00552553480807903","0,02076088475319",0,0,1,0
34,7,47954,"1167,80317395533","0,441870898926349","502,828305344034","123,928825727088","4,0573958672968","0,00718962899194925","0,0178969957106458",0,0,0,1
34,8,173192,"3632,61854121948","0,16492940828463","784,732078505136","482,431466132026","1,62661877094555","0,00739806088975826","0,0251097268233654",0,0,1,0
34,9,78625,"1402,9087296526","0,502009212637264","583,613731879869","173,52948798271","3,36319629974371","0,0104467268422948","0,0379192867113466",0,1,0,0
34,10,101103,"2608,20223561605","0,186763231959184","1199,26534356203","196,21448209966","6,11201237915208","0,00639786367409438","0,0189428347904694",0,0,1,0
34,11,195475,"2657,19422638934","0,347900045520559","711,082832966521","388,722838054005","1,82927979360896","0,00855828540802604","0,0334646100970878",0,0,1,0
34,12,39327,"1071,3523804665","0,430562303970129","469,146218777812","111,095990522699","4,22289064232213","0,00915088911612843","0,0238723035798951",0,0,0,1
34,13,327158,"4440,19927702322","0,208527091135497","801,382079540596","646,963051599114","1,23868291637335","0,00604415833491524","0,0222224882456274",0,0,1,0
34,14,45252,"1084,06305858515","0,48388098036015","430,463200377816","141,997970672314","3,03147431149694","0,00664800405154366","0,0148956241042204",0,0,0,1
35,0,116462,"2357,74134085945","0,263270253097104","740,839266550945","334,448504649444","2,21510712785953","0,00759153316426017","0,0245053342820064",0,0,1,0
35,1,200113,"3704,79934881072","0,183212787970131","832,786369354602","484,078290134836","1,72035471601636","0,00670385920126075","0,0224156049975319",0,0,1,0
35,2,189115,"2872,96168696999","0,287922876365814","804,640679315603","369,789634775681","2,17594168047384","0,00653145050953133","0,0255215472169053",0,0,1,0
35,3,183863,"2655,00627612316","0,327772944034635","789,235428469356","366,630549401559","2,15267230119695","0,00711771076927849","0,0292586082283835",0,0,1,0
35,4,45176,"1281,33513652379","0,345773867726311","527,352521254259","119,789502607194","4,40232666282554","0,00755237774181079","0,021156764589047",0,1,0,0
35,5,194199,"3513,67950776358","0,197666267524237","727,581870703305","478,349087939314","1,52102698436756","0,00795393436005164","0,0300577017017407",0,0,1,0
35,6,58042,"1232,45793616377","0,480184371972456","525,870677205437","143,089004451883","3,6751298900977","0,00957083965491688","0,0429523461160106",0,1,0,0
35,7,32858,"949,872149726142","0,457636526516553","381,520892607359","114,798408260909","3,32339880305878","0,00797928157900056","0,0298668946996592",1,0,0,0
36,0,246641,"4105,38513524835","0,183893900946012","1029,14684519514","426,373604107511","2,41372081967729","0,00470118713126505","0,0166483863478953",0,0,1,0
36,1,51953,"1005,73715677735","0,645433501727296","384,81267218096","174,797826950093","2,20147286093453","0,0091221620390627","0,0295328995767465",1,0,0,0
36,2,50294,"1195,56053326821","0,442163512238819","516,886732137035","126,677807357518","4,08032585122227","0,00852413396041181","0,0192310178549119",0,0,0,1
36,3,320197,"5179,27157032436","0,149999480769977","958,315982523874","641,012505701413","1,4950035670135","0,00706547575567482","0,0251913187219416",0,0,1,0
36,4,44175,"1465,31789258109","0,258537007006739","555,191189651698","124,070079451162","4,47481932878295","0,00834234870735682","0,0202390649885491",1,0,0,0
36,5,126580,"1765,85194719061","0,510112984392748","525,377975086749","324,01806694143","1,62144654477467","0,00764936463656235","0,0207883836058585",0,0,0,1
36,6,51966,"1209,2173875177","0,446601714852578","498,099957669977","135,57204782157","3,67406088256142","0,00873768069534688","0,0269072283816161",0,1,0,0
36,7,38197,"1019,65389565666","0,461672018361154","391,351506827025","125,972123956536","3,10665165066243","0,00641855117411276","0,0157305483224101",0,0,0,1
36,8,163724,"3311,67236508864","0,187597688329958","998,33326939426","331,790061519915","3,00893060154045","0,00676477595263839","0,0222208965890507",0,0,1,0
36,9,55924,"1361,07525189397","0,379353256274873","550,189428831102","131,783603857025","4,17494599273528","0,00469807661600217","0,0118097406155161",0,0,0,1
36,10,37397,"1159,47012947259","0,349564642839116","519,514771351994","95,2767697603834","5,45269085694812","0,0109974969095865","0,0238562427234182",1,0,0,0
36,11,58795,"1672,1564209736","0,264238720067087","766,631235476466","118,689751365449","6,45911906172915","0,00511161382014901","0,0227348115967059",1,0,0,0
36,12,46155,"1156,96046148071","0,433302888833576","508,801583651299","121,442404471059","4,18965340703997","0,0128383929962956","0,0412012074825425",1,0,0,0
37,0,28889,"969,605122421383","0,386146915867465","349,466029881332","128,674810060141","2,7158853369824","0,00740821269528044","0,0231777752239037",1,0,0,0
37,1,109015,"1768,28131265463","0,438120332468537","513,033547988991","315,662574302412","1,62525934258362","0,00605821870066771","0,0277004782609806",0,0,1,0
37,2,152334,"2338,41038841777","0,350078344505351","731,867495761094","372,47306303704","1,96488704389427","0,0055954486425503","0,0197025361231533",0,0,1,0
37,3,69049,"1228,1391770309","0,575270477107556","518,784273116149","171,131523791361","3,03149449980144","0,00931208493636953","0,0424270552200086",0,1,0,0
37,4,130082,"2553,5088014401","0,250698855510087","1092,9943050673","196,249161105951","5,56942153998412","0,00732274153574197","0,0304471792529116",0,0,1,0
37,5,82302,"1331,57777721091","0,583293552441329","502,345478612843","209,802522900606","2,39437291633918","0,00739680915344297","0,0265298139567494",0,1,0,0
37,6,103367,"2220,04581464245","0,263552962337685","628,51460342386","270,084750695581","2,32710140726262","0,00764149034479029","0,0259880391085319",0,0,1,0
37,7,50691,"1128,25692603699","0,500408532655625","463,155200599095","145,465055008093","3,18396195274065","0,00773743479911627","0,0232405764101422",1,0,0,0
37,8,53887,"1022,55844122716","0,647616035768311","368,713022534269","192,073605995088","1,91964440207208","0,00717117336844077","0,0193362165516767",1,0,0,0
37,9,32076,"788,090403795622","0,648989977805024","227,763357689049","199,459134771645","1,14190487164104","0,0111575616752349","0,0294053632978899",1,0,0,0
38,0,39307,"1055,25187540311","0,443575445544781","431,868734894495","118,766323857202","3,63628948736134","0,00799867027811204","0,0244272126507276",1,0,0,0
38,1,54057,"1278,32294321497","0,415700585976776","554,111572576358","125,426279593992","4,41782674547974","0,00995027926182569","0,0336257947492949",0,1,0,0
38,2,198059,"2667,77582874486","0,349708170618378","846,497544498833","319,0554739675","2,65313593894039","0,00480225113463942","0,0175140591416335",0,0,0,1
38,3,121096,"2599,01046020527","0,225280502994414","769,749494118993","319,988394013103","2,40555441547506","0,00692922097423665","0,0213007539028194",0,0,1,0
38,4,135526,"2989,78001282697","0,190525897463969","831,602925536665","446,04362659398","1,86439817980775","0,00627539985188588","0,0159618463620426",0,0,1,0
38,5,58396,"1316,7564927611","0,423235440347835","549,42221307316","139,217994796896","3,94648848286248","0,00836147097617009","0,0230252060613302",0,1,0,0
38,6,56090,"1290,84271247462","0,423008066812855","563,383360894978","128,411955308192","4,38731237712909","0,0102444796313599","0,0464317663580238",0,1,0,0
38,7,111828,"2299,34942187367","0,265797244079271","635,877429788248","289,505475201614","2,19642626567051","0,00683979308688728","0,0237151210652671",0,0,1,0
38,8,31453,"850,239682094289","0,546750511835078","342,173270047455","118,785550445149","2,88059674569137","0,00733008077779151","0,0212163932966193",1,0,0,0
38,9,41765,"1211,44574285495","0,357613918609542","542,55664343531","102,405937141334","5,29809753790456","0,00791803823073086","0,0296563006151521",1,0,0,0
39,0,111205,"1624,30569927227","0,529661787902509","541,76435352241","269,157906163316","2,01281233475522","0,00602992155179865","0,019718021328409",0,0,0,1
39,1,132727,"2352,50079221339","0,301376639217136","807,556850644982","394,76002423975","2,04569054883462","0,00470439009577684","0,0193298509406688",0,0,1,0
39,2,108360,"2244,01846943198","0,270412028631596","609,061203803317","366,521670637904","1,66173313229554","0,00576363152701071","0,0254930666338046",0,0,1,0
39,3,66697,"1314,34732983261","0,485172156969977","511,30191886322","168,719702299571","3,03048139544116","0,00547685303386343","0,0204594829565851",0,1,0,0
39,4,108744,"2327,86623254048","0,252173314498857","740,240155364569","214,345220868233","3,45349503182823","0,00555034090576502","0,0196290455249668",0,0,1,0
39,5,108026,"2374,5525240415","0,240754602599535","898,776956217656","201,53709733079","4,45961050407738","0,00338657646645063","0,0118183845244703",0,0,0,1
39,6,52540,"1188,90158697766","0,467098119598651","510,302734380712","136,699075863874","3,73303719250359","0,00887015389869319","0,0369713874266551",0,1,0,0
39,7,60037,"1281,51176003293","0,459392240082481","537,050920603395","143,089161865897","3,7532606495153","0,00789219866535872","0,0261287966499709",0,1,0,0
39,8,129440,"2561,23881554251","0,247958053500772","734,136772659025","278,796298632648","2,63323715651745","0,00580076898790389","0,015365273447433",0,0,1,0
39,9,46716,"1295,0437226014","0,350031115153064","574,506633836899","110,386958673507","5,2044792314292","0,00686985612661774","0,0225572337012827",0,0,0,1
39,10,106070,"2153,97683887164","0,287289910883381","605,179493693633","339,707243554684","1,78147362229035","0,00466553582735421","0,0180611735754802",0,0,1,0
39,11,33533,"868,19090885901","0,559051484734301","226,686918177801","207,354706790018","1,09323256600758","0,00594368800727142","0,0186680211166424",1,0,0,0
